,song_title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
6852,Last Christmas,Wham!,2yVRURlW6lq9HZOq6ON5vI,0.735,0.464,2,-12.455,1,0.0302,0.213,3.64e-06,0.344,0.952,107.734,audio_features,spotify:track:2yVRURlW6lq9HZOq6ON5vI,https://api.spotify.com/v1/tracks/2yVRURlW6lq9HZOq6ON5vI,https://api.spotify.com/v1/audio-analysis/2yVRURlW6lq9HZOq6ON5vI,262960,4
6853,Without You - Remastered,Harry Nilsson,5xbBB4rFA9c5H7KgM7X9bI,0.263,0.277,4,-12.266,1,0.0308,0.567,8e-06,0.129,0.132,65.392,audio_features,spotify:track:5xbBB4rFA9c5H7KgM7X9bI,https://api.spotify.com/v1/tracks/5xbBB4rFA9c5H7KgM7X9bI,https://api.spotify.com/v1/audio-analysis/5xbBB4rFA9c5H7KgM7X9bI,199597,4
6854,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,2BhBGa6wcPugnZwGQCCpsv,0.395,0.656,1,-8.372,0,0.224,0.00952,0.0,0.42,0.333,149.83,audio_features,spotify:track:2BhBGa6wcPugnZwGQCCpsv,https://api.spotify.com/v1/tracks/2BhBGa6wcPugnZwGQCCpsv,https://api.spotify.com/v1/audio-analysis/2BhBGa6wcPugnZwGQCCpsv,261027,4
6855,Jòga,L.I.M.,2cmo4ydNnEP4iCz2ZqEozp,0.482,0.149,4,-10.452,1,0.0463,0.874,0.0,0.203,0.243,124.785,audio_features,spotify:track:2cmo4ydNnEP4iCz2ZqEozp,https://api.spotify.com/v1/tracks/2cmo4ydNnEP4iCz2ZqEozp,https://api.spotify.com/v1/audio-analysis/2cmo4ydNnEP4iCz2ZqEozp,287560,4
6856,Freeway Jam,Jeff Beck,1yFbeoB5pfatTsPZOAR58m,0.421,0.843,7,-7.76,1,0.0591,0.101,0.854,0.0961,0.908,131.212,audio_features,spotify:track:1yFbeoB5pfatTsPZOAR58m,https://api.spotify.com/v1/tracks/1yFbeoB5pfatTsPZOAR58m,https://api.spotify.com/v1/audio-analysis/1yFbeoB5pfatTsPZOAR58m,299893,4
6857,Internal Dialogue,Maria Mena,6RUjq4fK88d3Bl18oMXFoE,0.623,0.577,1,-7.76,0,0.0342,0.0438,0.0,0.108,0.114,124.9,audio_features,spotify:track:6RUjq4fK88d3Bl18oMXFoE,https://api.spotify.com/v1/tracks/6RUjq4fK88d3Bl18oMXFoE,https://api.spotify.com/v1/audio-analysis/6RUjq4fK88d3Bl18oMXFoE,175960,4
6858,Bat Out of Hell,Meat Loaf,3TtOxpZtmQvsZrRbGdZIdC,0.225,0.782,5,-6.517,1,0.0516,0.415,0.000601,0.138,0.597,173.133,audio_features,spotify:track:3TtOxpZtmQvsZrRbGdZIdC,https://api.spotify.com/v1/tracks/3TtOxpZtmQvsZrRbGdZIdC,https://api.spotify.com/v1/audio-analysis/3TtOxpZtmQvsZrRbGdZIdC,291547,4
6859,You're the Voice,John Farnham,3xSKnfP8xmzzxsZl8piH8I,0.369,0.762,10,-8.993,1,0.0464,0.22,2.8e-05,0.579,0.644,84.957,audio_features,spotify:track:3xSKnfP8xmzzxsZl8piH8I,https://api.spotify.com/v1/tracks/3xSKnfP8xmzzxsZl8piH8I,https://api.spotify.com/v1/audio-analysis/3xSKnfP8xmzzxsZl8piH8I,302107,4
6860,Arms of Mary,The Sutherland Brothers,7yWj9XA8Hjt1vip5QYbx1N,0.662,0.74,0,-7.53,1,0.0292,0.0248,0.000346,0.263,0.72,117.353,audio_features,spotify:track:7yWj9XA8Hjt1vip5QYbx1N,https://api.spotify.com/v1/tracks/7yWj9XA8Hjt1vip5QYbx1N,https://api.spotify.com/v1/audio-analysis/7yWj9XA8Hjt1vip5QYbx1N,156827,4
6861,How Am I Supposed To Live Without You,Tim Christensen,4Jc3i5jwqgNKS02vYdjMCK,0.495,0.265,0,-9.225,1,0.0303,0.625,4.22e-06,0.207,0.393,131.188,audio_features,spotify:track:4Jc3i5jwqgNKS02vYdjMCK,https://api.spotify.com/v1/tracks/4Jc3i5jwqgNKS02vYdjMCK,https://api.spotify.com/v1/audio-analysis/4Jc3i5jwqgNKS02vYdjMCK,194373,4
6862,Don't Bring Me Down,Electric Light Orchestra,1RG8pbGV9sHftrm8cTDwOo,0.634,0.865,9,-6.519,1,0.033,0.146,0.000417,0.0511,0.779,115.699,audio_features,spotify:track:1RG8pbGV9sHftrm8cTDwOo,https://api.spotify.com/v1/tracks/1RG8pbGV9sHftrm8cTDwOo,https://api.spotify.com/v1/audio-analysis/1RG8pbGV9sHftrm8cTDwOo,246400,4
6863,Afrika Shox - Radio Edit,Leftfield,4M2haekfDZ4kNouWtypF7z,0.65,0.878,8,-7.347,1,0.0389,0.0049,0.00278,0.0909,0.415,130.093,audio_features,spotify:track:4M2haekfDZ4kNouWtypF7z,https://api.spotify.com/v1/tracks/4M2haekfDZ4kNouWtypF7z,https://api.spotify.com/v1/audio-analysis/4M2haekfDZ4kNouWtypF7z,224720,4
6864,King Strong,Gary Lucas,2FWZvxqDSENAco8IxhMdQg,0.269,0.889,9,-7.488,1,0.0791,0.208,0.903,0.17,0.291,82.565,audio_features,spotify:track:2FWZvxqDSENAco8IxhMdQg,https://api.spotify.com/v1/tracks/2FWZvxqDSENAco8IxhMdQg,https://api.spotify.com/v1/audio-analysis/2FWZvxqDSENAco8IxhMdQg,412830,4
6865,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,5wSYEa1e1U2d8SSdrbBZNu,0.603,0.414,2,-7.36,1,0.0562,0.898,0.0,0.262,0.839,143.231,audio_features,spotify:track:5wSYEa1e1U2d8SSdrbBZNu,https://api.spotify.com/v1/tracks/5wSYEa1e1U2d8SSdrbBZNu,https://api.spotify.com/v1/audio-analysis/5wSYEa1e1U2d8SSdrbBZNu,155747,4
6866,Light My Fire - Remastered,José Feliciano,3UnKDv2ssLksGUIGzDODpI,0.479,0.477,4,-7.074,0,0.0324,0.792,0.0101,0.653,0.643,108.361,audio_features,spotify:track:3UnKDv2ssLksGUIGzDODpI,https://api.spotify.com/v1/tracks/3UnKDv2ssLksGUIGzDODpI,https://api.spotify.com/v1/audio-analysis/3UnKDv2ssLksGUIGzDODpI,214400,4
6867,Just Really Wanna See You,Shudder To Think,1K4CZVR62QrgOZN6syoGqL,0.699,0.648,1,-7.146,1,0.03,0.131,0.0,0.33,0.683,126.834,audio_features,spotify:track:1K4CZVR62QrgOZN6syoGqL,https://api.spotify.com/v1/tracks/1K4CZVR62QrgOZN6syoGqL,https://api.spotify.com/v1/audio-analysis/1K4CZVR62QrgOZN6syoGqL,217803,4
6868,Let It Be,John Denver,3E8E8j2TgwtRsnosBqCi1V,0.539,0.151,11,-12.625,1,0.0332,0.831,0.0,0.166,0.358,125.321,audio_features,spotify:track:3E8E8j2TgwtRsnosBqCi1V,https://api.spotify.com/v1/tracks/3E8E8j2TgwtRsnosBqCi1V,https://api.spotify.com/v1/audio-analysis/3E8E8j2TgwtRsnosBqCi1V,218413,4
6869,Evening Bell,Gary Lucas,6x3rl0bdFmTJMPvS2zM6kU,0.332,0.539,7,-12.002,1,0.0468,0.739,0.392,0.654,0.604,78.214,audio_features,spotify:track:6x3rl0bdFmTJMPvS2zM6kU,https://api.spotify.com/v1/tracks/6x3rl0bdFmTJMPvS2zM6kU,https://api.spotify.com/v1/audio-analysis/6x3rl0bdFmTJMPvS2zM6kU,128384,1
6870,Movin' on Up,Primal Scream,6WSpTzIxe2gmmZu470j0P5,0.512,0.925,0,-6.654,0,0.048,0.0998,0.000465,0.112,0.162,94.258,audio_features,spotify:track:6WSpTzIxe2gmmZu470j0P5,https://api.spotify.com/v1/tracks/6WSpTzIxe2gmmZu470j0P5,https://api.spotify.com/v1/audio-analysis/6WSpTzIxe2gmmZu470j0P5,231240,4
6871,Grace,Jeff Buckley,64SIlhd3BaHCCMSfajXG7l,0.546,0.867,11,-4.235,0,0.0354,0.0256,0.000229,0.221,0.189,127.988,audio_features,spotify:track:64SIlhd3BaHCCMSfajXG7l,https://api.spotify.com/v1/tracks/64SIlhd3BaHCCMSfajXG7l,https://api.spotify.com/v1/audio-analysis/64SIlhd3BaHCCMSfajXG7l,322040,4
6872,"All Together Now - 7"" Version",The Farm,74AI8ypSYWLO7sZ4vBInZu,0.645,0.814,2,-7.968,1,0.0298,0.00206,0.0483,0.0933,0.193,111.53,audio_features,spotify:track:74AI8ypSYWLO7sZ4vBInZu,https://api.spotify.com/v1/tracks/74AI8ypSYWLO7sZ4vBInZu,https://api.spotify.com/v1/audio-analysis/74AI8ypSYWLO7sZ4vBInZu,240980,4
6873,I Left My Heart in San Francisco - Single Version,Tony Bennett,40cRzM9vMsO0tWVXAFIlTU,0.362,0.237,0,-11.939,1,0.0319,0.933,4.92e-06,0.126,0.134,64.096,audio_features,spotify:track:40cRzM9vMsO0tWVXAFIlTU,https://api.spotify.com/v1/tracks/40cRzM9vMsO0tWVXAFIlTU,https://api.spotify.com/v1/audio-analysis/40cRzM9vMsO0tWVXAFIlTU,169787,4
6874,Whatever,Oasis,0sfC1NfKusLAhpf6rCtyPv,0.262,0.822,7,-5.272,1,0.0335,0.0667,0.03,0.23,0.318,90.996,audio_features,spotify:track:0sfC1NfKusLAhpf6rCtyPv,https://api.spotify.com/v1/tracks/0sfC1NfKusLAhpf6rCtyPv,https://api.spotify.com/v1/audio-analysis/0sfC1NfKusLAhpf6rCtyPv,382467,4
6875,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,1aoyAXyEnGRGwjYgwqVvYJ,0.706,0.775,2,-4.968,1,0.0295,0.667,0.0,0.109,0.792,128.857,audio_features,spotify:track:1aoyAXyEnGRGwjYgwqVvYJ,https://api.spotify.com/v1/tracks/1aoyAXyEnGRGwjYgwqVvYJ,https://api.spotify.com/v1/audio-analysis/1aoyAXyEnGRGwjYgwqVvYJ,124027,4
6876,My Baby,Britney Spears,4hRLSjCxAXI8BiCE4FU5WV,0.597,0.165,2,-15.095,1,0.0294,0.858,0.000787,0.1,0.166,99.927,audio_features,spotify:track:4hRLSjCxAXI8BiCE4FU5WV,https://api.spotify.com/v1/tracks/4hRLSjCxAXI8BiCE4FU5WV,https://api.spotify.com/v1/audio-analysis/4hRLSjCxAXI8BiCE4FU5WV,197840,4
6877,Freestyler,Bomfunk MC's,3OrcSXhvyuNtjpArv7u6RP,0.82,0.847,11,-10.056,0,0.109,0.028,0.279,0.302,0.574,163.829,audio_features,spotify:track:3OrcSXhvyuNtjpArv7u6RP,https://api.spotify.com/v1/tracks/3OrcSXhvyuNtjpArv7u6RP,https://api.spotify.com/v1/audio-analysis/3OrcSXhvyuNtjpArv7u6RP,306320,4
6878,"Dream Brother - Live At Wetlands, New York, NY, August 16, 1994",Jeff Buckley,3Xkh7HcZf6F5CjXQECI5Be,0.278,0.334,0,-14.037,1,0.0681,0.291,0.00023,0.196,0.131,86.295,audio_features,spotify:track:3Xkh7HcZf6F5CjXQECI5Be,https://api.spotify.com/v1/tracks/3Xkh7HcZf6F5CjXQECI5Be,https://api.spotify.com/v1/audio-analysis/3Xkh7HcZf6F5CjXQECI5Be,610523,4
6879,"The Way Young Lovers Do - Live at Sin-é, New York, NY - July/August 1993",Jeff Buckley,6R5cVJe1kBMM06GyxzWGVE,0.487,0.491,9,-11.416,1,0.096,0.437,1.71e-05,0.744,0.31,109.97,audio_features,spotify:track:6R5cVJe1kBMM06GyxzWGVE,https://api.spotify.com/v1/tracks/6R5cVJe1kBMM06GyxzWGVE,https://api.spotify.com/v1/audio-analysis/6R5cVJe1kBMM06GyxzWGVE,606600,3
6880,J'me tire,GIMS,4epCtWViQ9kvg7DQCvKHeP,0.752,0.676,1,-5.233,0,0.0418,0.00892,1.94e-06,0.186,0.425,95.017,audio_features,spotify:track:4epCtWViQ9kvg7DQCvKHeP,https://api.spotify.com/v1/tracks/4epCtWViQ9kvg7DQCvKHeP,https://api.spotify.com/v1/audio-analysis/4epCtWViQ9kvg7DQCvKHeP,249867,4
6881,Nantucket Sleighride (To Owen Coffin),Mountain,1PXUDUFH1DDO0xswBL55XJ,0.332,0.787,4,-7.34,0,0.0344,0.135,0.388,0.266,0.678,148.957,audio_features,spotify:track:1PXUDUFH1DDO0xswBL55XJ,https://api.spotify.com/v1/tracks/1PXUDUFH1DDO0xswBL55XJ,https://api.spotify.com/v1/audio-analysis/1PXUDUFH1DDO0xswBL55XJ,351000,4
6882,"Je N'en Connais Pas La Fin - Live at Sin-é, New York, NY - July/August 1993",Jeff Buckley,5PPUbLPLSXhfbfrjGljUN7,0.365,0.108,4,-16.116,1,0.0341,0.958,2.25e-05,0.704,0.15,138.332,audio_features,spotify:track:5PPUbLPLSXhfbfrjGljUN7,https://api.spotify.com/v1/tracks/5PPUbLPLSXhfbfrjGljUN7,https://api.spotify.com/v1/audio-analysis/5PPUbLPLSXhfbfrjGljUN7,297387,3
6883,Westside - Radio Edit,TQ,7GC5EisEiq6U6M5f6Xxudw,0.686,0.646,4,-5.689,0,0.0545,0.165,0.0,0.526,0.322,82.373,audio_features,spotify:track:7GC5EisEiq6U6M5f6Xxudw,https://api.spotify.com/v1/tracks/7GC5EisEiq6U6M5f6Xxudw,https://api.spotify.com/v1/audio-analysis/7GC5EisEiq6U6M5f6Xxudw,231253,4
6884,She Cries Your Name - 2008 Remastered Version,Beth Orton,6t3EaKnha1kY32cd3PI01q,0.559,0.486,4,-10.644,1,0.0289,0.327,0.000265,0.121,0.295,103.019,audio_features,spotify:track:6t3EaKnha1kY32cd3PI01q,https://api.spotify.com/v1/tracks/6t3EaKnha1kY32cd3PI01q,https://api.spotify.com/v1/audio-analysis/6t3EaKnha1kY32cd3PI01q,287107,4
6885,Wages Day - Piano Version,Deacon Blue,1TOitdD9TM1E09fINFAF4t,0.574,0.259,0,-10.608,1,0.0336,0.955,0.000646,0.169,0.378,132.038,audio_features,spotify:track:1TOitdD9TM1E09fINFAF4t,https://api.spotify.com/v1/tracks/1TOitdD9TM1E09fINFAF4t,https://api.spotify.com/v1/audio-analysis/1TOitdD9TM1E09fINFAF4t,196747,4
6886,C O O L - Radio Edit,Le Youth,3egs4r0YiArRml3pPJz28J,0.735,0.759,1,-6.914,0,0.0449,0.0242,0.185,0.0966,0.77,109.982,audio_features,spotify:track:3egs4r0YiArRml3pPJz28J,https://api.spotify.com/v1/tracks/3egs4r0YiArRml3pPJz28J,https://api.spotify.com/v1/audio-analysis/3egs4r0YiArRml3pPJz28J,214347,4
6887,Can I Kick It?,A Tribe Called Quest,48GGlhAbFeMnIP6wT1yECZ,0.868,0.645,4,-9.979,0,0.238,0.171,0.01,0.11,0.746,96.67,audio_features,spotify:track:48GGlhAbFeMnIP6wT1yECZ,https://api.spotify.com/v1/tracks/48GGlhAbFeMnIP6wT1yECZ,https://api.spotify.com/v1/audio-analysis/48GGlhAbFeMnIP6wT1yECZ,251947,4
6888,Barracuda - Clean Album Version,Heart,27Fqk1O7XQsieHRQKsQrgW,0.415,0.93,2,-4.629,1,0.0873,0.0234,0.215,0.128,0.554,136.849,audio_features,spotify:track:27Fqk1O7XQsieHRQKsQrgW,https://api.spotify.com/v1/tracks/27Fqk1O7XQsieHRQKsQrgW,https://api.spotify.com/v1/audio-analysis/27Fqk1O7XQsieHRQKsQrgW,263840,4
6889,Power of Love / Love Power - Master Single Version,Luther Vandross,4LzmeG3caynkcH7i39JChD,0.359,0.879,0,-8.974,1,0.0441,0.0174,0.000558,0.547,0.848,92.289,audio_features,spotify:track:4LzmeG3caynkcH7i39JChD,https://api.spotify.com/v1/tracks/4LzmeG3caynkcH7i39JChD,https://api.spotify.com/v1/audio-analysis/4LzmeG3caynkcH7i39JChD,261413,4
6890,Comin' Home,Delaney & Bonnie,6FLUFKdjDksoKuRGDxXY2C,0.459,0.804,2,-8.072,1,0.0499,0.384,0.0119,0.132,0.411,90.195,audio_features,spotify:track:6FLUFKdjDksoKuRGDxXY2C,https://api.spotify.com/v1/tracks/6FLUFKdjDksoKuRGDxXY2C,https://api.spotify.com/v1/audio-analysis/6FLUFKdjDksoKuRGDxXY2C,193280,4
6891,In the Morning,The Coral,4j5KYbkOSLXMOfyHQkE5pu,0.639,0.827,6,-4.431,0,0.0296,0.0465,0.0,0.0994,0.968,126.348,audio_features,spotify:track:4j5KYbkOSLXMOfyHQkE5pu,https://api.spotify.com/v1/tracks/4j5KYbkOSLXMOfyHQkE5pu,https://api.spotify.com/v1/audio-analysis/4j5KYbkOSLXMOfyHQkE5pu,152560,4
6892,Another Girl Another Planet,The Only Ones,7CaGpo1WRFRTcZEJgwwYtw,0.325,0.688,4,-12.473,1,0.117,0.179,0.000104,0.137,0.378,156.349,audio_features,spotify:track:7CaGpo1WRFRTcZEJgwwYtw,https://api.spotify.com/v1/tracks/7CaGpo1WRFRTcZEJgwwYtw,https://api.spotify.com/v1/audio-analysis/7CaGpo1WRFRTcZEJgwwYtw,180093,4
6893,Teenage Dirtbag,Wheatus,25ApeoWsYwJ21soAkMImrE,0.622,0.765,4,-7.017,1,0.0486,0.33,0.000148,0.167,0.655,94.647,audio_features,spotify:track:25ApeoWsYwJ21soAkMImrE,https://api.spotify.com/v1/tracks/25ApeoWsYwJ21soAkMImrE,https://api.spotify.com/v1/audio-analysis/25ApeoWsYwJ21soAkMImrE,241787,4
6894,Exhale - Remastered,Whitney Houston,4EUtmwOIqZ3jcBMKGnyjKQ,0.663,0.451,1,-6.728,1,0.0285,0.448,0.0,0.119,0.0988,137.961,audio_features,spotify:track:4EUtmwOIqZ3jcBMKGnyjKQ,https://api.spotify.com/v1/tracks/4EUtmwOIqZ3jcBMKGnyjKQ,https://api.spotify.com/v1/audio-analysis/4EUtmwOIqZ3jcBMKGnyjKQ,201200,4
6895,Joy to the World,Mariah Carey,15NsrRByB45Uo8v4sfrMwm,0.564,0.792,4,-9.015,1,0.044,0.0677,0.0,0.566,0.237,120.406,audio_features,spotify:track:15NsrRByB45Uo8v4sfrMwm,https://api.spotify.com/v1/tracks/15NsrRByB45Uo8v4sfrMwm,https://api.spotify.com/v1/audio-analysis/15NsrRByB45Uo8v4sfrMwm,258600,4
6896,Starve To Death,Chris Whitley,1tymfJYvHomXNpjP6PdxlD,0.55,0.333,7,-15.114,1,0.0705,0.761,0.000974,0.12,0.429,132.122,audio_features,spotify:track:1tymfJYvHomXNpjP6PdxlD,https://api.spotify.com/v1/tracks/1tymfJYvHomXNpjP6PdxlD,https://api.spotify.com/v1/audio-analysis/1tymfJYvHomXNpjP6PdxlD,194240,4
6897,Hallelujah - Radio Edit,Jeff Buckley,1gAucmFEl1GYs86o52OSxo,0.362,0.189,0,-9.316,1,0.031,0.9,5.39e-05,0.104,0.143,101.551,audio_features,spotify:track:1gAucmFEl1GYs86o52OSxo,https://api.spotify.com/v1/tracks/1gAucmFEl1GYs86o52OSxo,https://api.spotify.com/v1/audio-analysis/1gAucmFEl1GYs86o52OSxo,255723,3
6898,Final Dream,Joan Wasser,5C0W2CgFBnD5lcBaOYSzCC,0.135,0.144,6,-13.996,0,0.0431,0.945,0.0376,0.124,0.0334,144.374,audio_features,spotify:track:5C0W2CgFBnD5lcBaOYSzCC,https://api.spotify.com/v1/tracks/5C0W2CgFBnD5lcBaOYSzCC,https://api.spotify.com/v1/audio-analysis/5C0W2CgFBnD5lcBaOYSzCC,47044,4
6899,"Canon and Gigue in D Major, P. 37: Canon",English Chamber Orchestra,6foTeTKWFUNEY0A6JFPAnT,0.191,0.215,2,-15.213,1,0.0353,0.889,0.788,0.178,0.199,88.513,audio_features,spotify:track:6foTeTKWFUNEY0A6JFPAnT,https://api.spotify.com/v1/tracks/6foTeTKWFUNEY0A6JFPAnT,https://api.spotify.com/v1/audio-analysis/6foTeTKWFUNEY0A6JFPAnT,387760,4
6900,Not Dark Yet,Bob Dylan,5peSeFNHp4gPXsnIWc2P0P,0.463,0.405,4,-13.142,1,0.0315,0.513,0.0046,0.114,0.221,126.067,audio_features,spotify:track:5peSeFNHp4gPXsnIWc2P0P,https://api.spotify.com/v1/tracks/5peSeFNHp4gPXsnIWc2P0P,https://api.spotify.com/v1/audio-analysis/5peSeFNHp4gPXsnIWc2P0P,387600,4
6901,River,Leon Bridges,6TFacDgTNX0MFT3hMhII4J,0.656,0.179,8,-10.866,1,0.0447,0.689,0.0,0.17,0.191,128.122,audio_features,spotify:track:6TFacDgTNX0MFT3hMhII4J,https://api.spotify.com/v1/tracks/6TFacDgTNX0MFT3hMhII4J,https://api.spotify.com/v1/audio-analysis/6TFacDgTNX0MFT3hMhII4J,238560,4
6902,Don't Wanna Lose You,Gloria Estefan,2djLxgEuvvU4bb1B0RxS1w,0.544,0.544,5,-7.457,1,0.0239,0.44,1.42e-06,0.164,0.418,82.199,audio_features,spotify:track:2djLxgEuvvU4bb1B0RxS1w,https://api.spotify.com/v1/tracks/2djLxgEuvvU4bb1B0RxS1w,https://api.spotify.com/v1/audio-analysis/2djLxgEuvvU4bb1B0RxS1w,246995,4
6903,A Hazy Shade of Winter,Simon & Garfunkel,1NeOkfOJV8IYENsTL7AlJc,0.491,0.615,2,-10.443,0,0.0288,0.149,5.66e-06,0.386,0.967,142.05,audio_features,spotify:track:1NeOkfOJV8IYENsTL7AlJc,https://api.spotify.com/v1/tracks/1NeOkfOJV8IYENsTL7AlJc,https://api.spotify.com/v1/audio-analysis/1NeOkfOJV8IYENsTL7AlJc,137733,4
6904,"Lilac Wine - Live at Olympia, Paris, France - July 1995",Jeff Buckley,7saaGs1uRxkJKXyosRdl0p,0.252,0.00786,0,-33.111,1,0.0416,0.909,0.00303,0.191,0.0545,114.618,audio_features,spotify:track:7saaGs1uRxkJKXyosRdl0p,https://api.spotify.com/v1/tracks/7saaGs1uRxkJKXyosRdl0p,https://api.spotify.com/v1/audio-analysis/7saaGs1uRxkJKXyosRdl0p,339000,3
6905,Hallelujah,Jeff Buckley,5zbX4STS8bBfXc6MrmzRI8,0.325,0.147,0,-10.75,1,0.0321,0.925,0.000766,0.364,0.0972,97.973,audio_features,spotify:track:5zbX4STS8bBfXc6MrmzRI8,https://api.spotify.com/v1/tracks/5zbX4STS8bBfXc6MrmzRI8,https://api.spotify.com/v1/audio-analysis/5zbX4STS8bBfXc6MrmzRI8,414973,3
6906,White Christmas,Kenny G,3k2YeEOAIIkSo9bu66gAgP,0.271,0.136,3,-18.236,1,0.0438,0.953,0.529,0.255,0.0748,82.496,audio_features,spotify:track:3k2YeEOAIIkSo9bu66gAgP,https://api.spotify.com/v1/tracks/3k2YeEOAIIkSo9bu66gAgP,https://api.spotify.com/v1/audio-analysis/3k2YeEOAIIkSo9bu66gAgP,180667,4
6907,Winter Wonderland,Leona Lewis,2TuR3u6XGgy2mQgEIKGXt3,0.404,0.84,7,-3.764,1,0.04,0.0525,8.64e-06,0.516,0.682,122.549,audio_features,spotify:track:2TuR3u6XGgy2mQgEIKGXt3,https://api.spotify.com/v1/tracks/2TuR3u6XGgy2mQgEIKGXt3,https://api.spotify.com/v1/audio-analysis/2TuR3u6XGgy2mQgEIKGXt3,144133,4
6908,Perfect Motion - Boys Own Mix,Sunscreem,485Sh4BEbbNeqQ5TpYIZUX,0.711,0.823,9,-8.32,0,0.0353,0.071,0.725,0.154,0.885,125.715,audio_features,spotify:track:485Sh4BEbbNeqQ5TpYIZUX,https://api.spotify.com/v1/tracks/485Sh4BEbbNeqQ5TpYIZUX,https://api.spotify.com/v1/audio-analysis/485Sh4BEbbNeqQ5TpYIZUX,320560,4
6909,Rewind,Craig David,0iAA4DIigRPxmdNDie9Fev,0.895,0.794,4,-7.99,0,0.155,0.121,0.000834,0.162,0.753,129.976,audio_features,spotify:track:0iAA4DIigRPxmdNDie9Fev,https://api.spotify.com/v1/tracks/0iAA4DIigRPxmdNDie9Fev,https://api.spotify.com/v1/audio-analysis/0iAA4DIigRPxmdNDie9Fev,331253,4
6910,It's the Most Wonderful Time of the Year,Andy Williams,7IEBeY7uXeaVhRBPJ8OF8l,0.24,0.598,7,-8.435,1,0.0369,0.766,0.0,0.117,0.776,201.629,audio_features,spotify:track:7IEBeY7uXeaVhRBPJ8OF8l,https://api.spotify.com/v1/tracks/7IEBeY7uXeaVhRBPJ8OF8l,https://api.spotify.com/v1/audio-analysis/7IEBeY7uXeaVhRBPJ8OF8l,151933,3
6911,Love of the Common People,Paul Young,3yNlNSVcu83UTpW6vDGrrg,0.729,0.758,9,-6.51,1,0.0817,0.106,0.0,0.0686,0.908,90.55,audio_features,spotify:track:3yNlNSVcu83UTpW6vDGrrg,https://api.spotify.com/v1/tracks/3yNlNSVcu83UTpW6vDGrrg,https://api.spotify.com/v1/audio-analysis/3yNlNSVcu83UTpW6vDGrrg,219013,4
6912,At the River,Groove Armada,4fZpTqvAhQwmkBaXI7YVwi,0.693,0.56,8,-7.886,1,0.0299,0.0363,0.747,0.365,0.447,136.055,audio_features,spotify:track:4fZpTqvAhQwmkBaXI7YVwi,https://api.spotify.com/v1/tracks/4fZpTqvAhQwmkBaXI7YVwi,https://api.spotify.com/v1/audio-analysis/4fZpTqvAhQwmkBaXI7YVwi,248693,4
6913,One Love,Blue,5QnQuIn9zrMKpdxHKDbkP7,0.69,0.732,8,-3.879,0,0.0362,0.0388,2.09e-05,0.321,0.832,95.007,audio_features,spotify:track:5QnQuIn9zrMKpdxHKDbkP7,https://api.spotify.com/v1/tracks/5QnQuIn9zrMKpdxHKDbkP7,https://api.spotify.com/v1/audio-analysis/5QnQuIn9zrMKpdxHKDbkP7,205080,4
6914,Right Here (with Voices) - Human Nature Re-Mix,SWV-Sisters,1R6Ky8la1F2RiZNLlHa8Yf,0.632,0.803,9,-4.841,0,0.0593,0.0163,0.0122,0.0944,0.619,93.954,audio_features,spotify:track:1R6Ky8la1F2RiZNLlHa8Yf,https://api.spotify.com/v1/tracks/1R6Ky8la1F2RiZNLlHa8Yf,https://api.spotify.com/v1/audio-analysis/1R6Ky8la1F2RiZNLlHa8Yf,229747,4
6915,Blue Christmas,Elvis Presley,5Jzfk4p13gPJUmDYTcUphW,0.487,0.29,4,-14.17,1,0.032,0.907,3.76e-05,0.12,0.609,93.699,audio_features,spotify:track:5Jzfk4p13gPJUmDYTcUphW,https://api.spotify.com/v1/tracks/5Jzfk4p13gPJUmDYTcUphW,https://api.spotify.com/v1/audio-analysis/5Jzfk4p13gPJUmDYTcUphW,129360,4
6916,Have Yourself a Merry Little Christmas,Christina Aguilera,52paGOm1Ohr8yLHZaHj8b5,0.25,0.271,8,-9.581,1,0.037,0.897,2.58e-05,0.103,0.192,85.706,audio_features,spotify:track:52paGOm1Ohr8yLHZaHj8b5,https://api.spotify.com/v1/tracks/52paGOm1Ohr8yLHZaHj8b5,https://api.spotify.com/v1/audio-analysis/52paGOm1Ohr8yLHZaHj8b5,243507,3
6917,Peggy Sue - Single Version,Buddy Holly,3YVGhVSPnsjk0kYGWcvrD9,0.662,0.607,9,-4.993,1,0.0283,0.821,0.0,0.186,0.572,149.134,audio_features,spotify:track:3YVGhVSPnsjk0kYGWcvrD9,https://api.spotify.com/v1/tracks/3YVGhVSPnsjk0kYGWcvrD9,https://api.spotify.com/v1/audio-analysis/3YVGhVSPnsjk0kYGWcvrD9,150613,4
6918,Cowboys and Angels - Edit,George Michael,0zapEwvcRiSLY8y12hxGY5,0.314,0.674,1,-8.41,1,0.0285,0.031,0.000487,0.289,0.375,128.21,audio_features,spotify:track:0zapEwvcRiSLY8y12hxGY5,https://api.spotify.com/v1/tracks/0zapEwvcRiSLY8y12hxGY5,https://api.spotify.com/v1/audio-analysis/0zapEwvcRiSLY8y12hxGY5,274200,3
