,song_title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
1279,If I Ain't Got You,Alicia Keys,5vI0CtsfUcv1Ze1EgM5Kui,0.576,0.452,7,-9.158,1,0.114,0.588,1.86e-05,0.101,0.153,118.353,audio_features,spotify:track:5vI0CtsfUcv1Ze1EgM5Kui,https://api.spotify.com/v1/tracks/5vI0CtsfUcv1Ze1EgM5Kui,https://api.spotify.com/v1/audio-analysis/5vI0CtsfUcv1Ze1EgM5Kui,229733,3
1280,EPMD 2 (feat. Eminem & EPMD),Nas,4bRPecD9suGW8CfNZhzjS1,0.689,0.83,10,-4.047,0,0.302,0.121,0.0,0.318,0.703,94.566,audio_features,spotify:track:4bRPecD9suGW8CfNZhzjS1,https://api.spotify.com/v1/tracks/4bRPecD9suGW8CfNZhzjS1,https://api.spotify.com/v1/audio-analysis/4bRPecD9suGW8CfNZhzjS1,214435,4
1281,Ice Ice Baby,Vanilla Ice,4KshLLt1b53f3YZ4DdYlyS,0.967,0.682,2,-9.753,1,0.16,0.162,0.0,0.0918,0.752,116.392,audio_features,spotify:track:4KshLLt1b53f3YZ4DdYlyS,https://api.spotify.com/v1/tracks/4KshLLt1b53f3YZ4DdYlyS,https://api.spotify.com/v1/audio-analysis/4KshLLt1b53f3YZ4DdYlyS,221440,4
1282,Freak On a Leash,Korn,1OLEwBdIeG3Z7smghABrK6,0.339,0.89,2,-5.758,1,0.0479,2.82e-05,0.188,0.351,0.45,103.56,audio_features,spotify:track:1OLEwBdIeG3Z7smghABrK6,https://api.spotify.com/v1/tracks/1OLEwBdIeG3Z7smghABrK6,https://api.spotify.com/v1/audio-analysis/1OLEwBdIeG3Z7smghABrK6,265707,4
1283,Soul By The Pound,Common,1X5FRhtApQ7g7MohzP4bJf,0.58,0.36,10,-12.347,0,0.444,0.197,0.618,0.0974,0.593,93.598,audio_features,spotify:track:1X5FRhtApQ7g7MohzP4bJf,https://api.spotify.com/v1/tracks/1X5FRhtApQ7g7MohzP4bJf,https://api.spotify.com/v1/audio-analysis/1X5FRhtApQ7g7MohzP4bJf,261360,4
1284,Ready or Not - Salaam's Ready for the Show Remix,Fugees,5fEPhxL9IRh0p3edJIfDo2,0.737,0.631,6,-10.51,1,0.334,0.0695,0.0,0.39,0.66,93.964,audio_features,spotify:track:5fEPhxL9IRh0p3edJIfDo2,https://api.spotify.com/v1/tracks/5fEPhxL9IRh0p3edJIfDo2,https://api.spotify.com/v1/audio-analysis/5fEPhxL9IRh0p3edJIfDo2,262027,4
1285,Hard Knock Life (The Ghetto Anthem),JAY-Z,1afjf6Yocnayj1KapEOjno,0.884,0.706,10,-5.696,0,0.269,0.0849,0.0019,0.0327,0.652,76.988,audio_features,spotify:track:1afjf6Yocnayj1KapEOjno,https://api.spotify.com/v1/tracks/1afjf6Yocnayj1KapEOjno,https://api.spotify.com/v1/audio-analysis/1afjf6Yocnayj1KapEOjno,239053,4
1286,ADMIT IT,Ski Mask The Slump God,3Y313yPaPJOCi1HxwAuAc7,0.832,0.638,9,-7.307,1,0.19,0.000245,0.0,0.0925,0.574,173.873,audio_features,spotify:track:3Y313yPaPJOCi1HxwAuAc7,https://api.spotify.com/v1/tracks/3Y313yPaPJOCi1HxwAuAc7,https://api.spotify.com/v1/audio-analysis/3Y313yPaPJOCi1HxwAuAc7,93920,4
1287,Criminal,Fiona Apple,245fqDdOPzWsHgF0WSF3j0,0.582,0.794,7,-7.939,0,0.0343,0.0151,1.34e-05,0.103,0.6,89.809,audio_features,spotify:track:245fqDdOPzWsHgF0WSF3j0,https://api.spotify.com/v1/tracks/245fqDdOPzWsHgF0WSF3j0,https://api.spotify.com/v1/audio-analysis/245fqDdOPzWsHgF0WSF3j0,342600,4
1288,U Know What's Up,Donell Jones,48FdMg9RQDTDsotxFEgmIE,0.82,0.447,10,-12.874,0,0.0754,0.0421,2.63e-05,0.382,0.867,100.027,audio_features,spotify:track:48FdMg9RQDTDsotxFEgmIE,https://api.spotify.com/v1/tracks/48FdMg9RQDTDsotxFEgmIE,https://api.spotify.com/v1/audio-analysis/48FdMg9RQDTDsotxFEgmIE,228075,4
1289,Music Outro,Joss Stone,3i0kpqr0Pffmiy0nApimKm,0.505,0.00114,1,-10.754,1,0.0432,0.681,0.0,0.291,0.973,57.296,audio_features,spotify:track:3i0kpqr0Pffmiy0nApimKm,https://api.spotify.com/v1/tracks/3i0kpqr0Pffmiy0nApimKm,https://api.spotify.com/v1/audio-analysis/3i0kpqr0Pffmiy0nApimKm,228173,4
1290,Pony,Ginuwine,18zkoyQJeXJEauDPGZ52jm,0.755,0.656,8,-7.716,0,0.0904,0.00196,0.0735,0.114,0.969,142.044,audio_features,spotify:track:18zkoyQJeXJEauDPGZ52jm,https://api.spotify.com/v1/tracks/18zkoyQJeXJEauDPGZ52jm,https://api.spotify.com/v1/audio-analysis/18zkoyQJeXJEauDPGZ52jm,250773,4
1291,GHOST!,Kid Cudi,6srnDCerCLWkOsioLDb5Op,0.516,0.708,9,-4.465,0,0.0253,0.05,4.66e-06,0.247,0.333,89.946,audio_features,spotify:track:6srnDCerCLWkOsioLDb5Op,https://api.spotify.com/v1/tracks/6srnDCerCLWkOsioLDb5Op,https://api.spotify.com/v1/audio-analysis/6srnDCerCLWkOsioLDb5Op,289067,3
1292,Wake Me Up Before You Go-Go,Wham!,7ao6DTQEfqji59d8ucrCrn,0.442,0.697,0,-6.651,1,0.0529,0.025,2.58e-06,0.0705,0.718,81.206,audio_features,spotify:track:7ao6DTQEfqji59d8ucrCrn,https://api.spotify.com/v1/tracks/7ao6DTQEfqji59d8ucrCrn,https://api.spotify.com/v1/audio-analysis/7ao6DTQEfqji59d8ucrCrn,230680,4
1293,Pumped Up Kicks,Foster The People,2G8wIZZQDXEtJF1HIGFanv,0.759,0.621,5,-7.584,0,0.0293,0.176,0.139,0.089,0.934,128.15,audio_features,spotify:track:2G8wIZZQDXEtJF1HIGFanv,https://api.spotify.com/v1/tracks/2G8wIZZQDXEtJF1HIGFanv,https://api.spotify.com/v1/audio-analysis/2G8wIZZQDXEtJF1HIGFanv,238147,4
1294,"Shake Your Body (Down to the Ground) - 7"" Version",The Jacksons,5qARq72xV4UjaAlGpF4Egr,0.785,0.78,0,-5.676,1,0.101,0.0467,0.0,0.327,0.85,117.396,audio_features,spotify:track:5qARq72xV4UjaAlGpF4Egr,https://api.spotify.com/v1/tracks/5qARq72xV4UjaAlGpF4Egr,https://api.spotify.com/v1/audio-analysis/5qARq72xV4UjaAlGpF4Egr,224760,4
1295,Everything Is Everything,Ms. Lauryn Hill,4YU2kUQijCUzHoYjq6k5rt,0.828,0.721,9,-7.881,1,0.277,0.372,0.0,0.0864,0.853,94.77,audio_features,spotify:track:4YU2kUQijCUzHoYjq6k5rt,https://api.spotify.com/v1/tracks/4YU2kUQijCUzHoYjq6k5rt,https://api.spotify.com/v1/audio-analysis/4YU2kUQijCUzHoYjq6k5rt,293267,4
1296,The Bigger Picture,Lil Baby,4Lnf5ORdqNyr5jLtVkwQ9o,0.59,0.618,1,-5.756,1,0.334,0.0127,0.0,0.244,0.153,96.459,audio_features,spotify:track:4Lnf5ORdqNyr5jLtVkwQ9o,https://api.spotify.com/v1/tracks/4Lnf5ORdqNyr5jLtVkwQ9o,https://api.spotify.com/v1/audio-analysis/4Lnf5ORdqNyr5jLtVkwQ9o,252729,3
1297,You Make Me Wanna...,Usher,0M0FkO7Ht9q7Zk7VY2w1Do,0.755,0.604,8,-8.686,1,0.0542,0.0163,0.0,0.0989,0.953,164.067,audio_features,spotify:track:0M0FkO7Ht9q7Zk7VY2w1Do,https://api.spotify.com/v1/tracks/0M0FkO7Ht9q7Zk7VY2w1Do,https://api.spotify.com/v1/audio-analysis/0M0FkO7Ht9q7Zk7VY2w1Do,220147,4
1298,Halo,Beyoncé,25VxcwcW3Ddqx4C8PhFSzG,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,audio_features,spotify:track:25VxcwcW3Ddqx4C8PhFSzG,https://api.spotify.com/v1/tracks/25VxcwcW3Ddqx4C8PhFSzG,https://api.spotify.com/v1/audio-analysis/25VxcwcW3Ddqx4C8PhFSzG,261640,4
1299,Girl They Won't Believe It,Joss Stone,4qOfZXQAfXPXu4q4XiM2ni,0.705,0.913,9,-5.75,1,0.079,0.000643,1.74e-05,0.635,0.545,121.81,audio_features,spotify:track:4qOfZXQAfXPXu4q4XiM2ni,https://api.spotify.com/v1/tracks/4qOfZXQAfXPXu4q4XiM2ni,https://api.spotify.com/v1/audio-analysis/4qOfZXQAfXPXu4q4XiM2ni,195960,4
1300,To Zion (feat. Carlos Santana),Ms. Lauryn Hill,7x6hO9VMAee9x1iWaeNkL6,0.41,0.601,7,-10.714,1,0.504,0.127,0.0,0.112,0.516,173.273,audio_features,spotify:track:7x6hO9VMAee9x1iWaeNkL6,https://api.spotify.com/v1/tracks/7x6hO9VMAee9x1iWaeNkL6,https://api.spotify.com/v1/audio-analysis/7x6hO9VMAee9x1iWaeNkL6,369293,4
1301,I Need You Tonight.,Junior M.A.F.I.A.,0RqlRjGaKgZH8Sp3QWMaJZ,0.732,0.771,2,-6.206,1,0.201,0.164,0.0,0.0727,0.736,90.94,audio_features,spotify:track:0RqlRjGaKgZH8Sp3QWMaJZ,https://api.spotify.com/v1/tracks/0RqlRjGaKgZH8Sp3QWMaJZ,https://api.spotify.com/v1/audio-analysis/0RqlRjGaKgZH8Sp3QWMaJZ,268867,4
1302,Lessons From My Father,Victory,4xniQp2pt2uDqVLdMTdGuA,0.572,0.716,10,-6.241,1,0.0378,0.452,0.00576,0.12,0.526,102.821,audio_features,spotify:track:4xniQp2pt2uDqVLdMTdGuA,https://api.spotify.com/v1/tracks/4xniQp2pt2uDqVLdMTdGuA,https://api.spotify.com/v1/audio-analysis/4xniQp2pt2uDqVLdMTdGuA,240907,4
1303,Tell Him,Ms. Lauryn Hill,7iCs98iS5n6KCI4q3H7zp9,0.655,0.647,1,-9.465,1,0.0903,0.19,0.00877,0.0412,0.931,80.077,audio_features,spotify:track:7iCs98iS5n6KCI4q3H7zp9,https://api.spotify.com/v1/tracks/7iCs98iS5n6KCI4q3H7zp9,https://api.spotify.com/v1/audio-analysis/7iCs98iS5n6KCI4q3H7zp9,280760,4
1304,Ice Box - Radio Edit,Omarion,6CWyJQwxsuTXtDTKX7vbIc,0.744,0.766,8,-6.244,1,0.0802,0.171,0.0,0.0705,0.78,131.117,audio_features,spotify:track:6CWyJQwxsuTXtDTKX7vbIc,https://api.spotify.com/v1/tracks/6CWyJQwxsuTXtDTKX7vbIc,https://api.spotify.com/v1/audio-analysis/6CWyJQwxsuTXtDTKX7vbIc,240160,4
1305,Back for Good - Radio Mix,Take That,0rtC528YicVzBCL61cUwhc,0.599,0.517,5,-9.172,1,0.0295,0.281,0.0,0.147,0.541,78.997,audio_features,spotify:track:0rtC528YicVzBCL61cUwhc,https://api.spotify.com/v1/tracks/0rtC528YicVzBCL61cUwhc,https://api.spotify.com/v1/audio-analysis/0rtC528YicVzBCL61cUwhc,239640,4
1306,Any Love - Single Mix,Luther Vandross,0fwyf8Mo3tVkVt76DVRTaF,0.705,0.598,5,-8.492,0,0.0276,0.566,0.0,0.0744,0.659,93.13,audio_features,spotify:track:0fwyf8Mo3tVkVt76DVRTaF,https://api.spotify.com/v1/tracks/0fwyf8Mo3tVkVt76DVRTaF,https://api.spotify.com/v1/audio-analysis/0fwyf8Mo3tVkVt76DVRTaF,264533,4
1307,Slyde,Bilal,2WzkRNPYUiHRYB3D4jLXKN,0.79,0.758,0,-5.496,1,0.349,0.0978,2.13e-05,0.0869,0.749,90.025,audio_features,spotify:track:2WzkRNPYUiHRYB3D4jLXKN,https://api.spotify.com/v1/tracks/2WzkRNPYUiHRYB3D4jLXKN,https://api.spotify.com/v1/audio-analysis/2WzkRNPYUiHRYB3D4jLXKN,244867,4
1308,Un-Break My Heart,Toni Braxton,7Bket4KTsSQ3TONBqpggKW,0.619,0.446,11,-7.568,0,0.0288,0.481,0.0,0.124,0.123,109.99,audio_features,spotify:track:7Bket4KTsSQ3TONBqpggKW,https://api.spotify.com/v1/tracks/7Bket4KTsSQ3TONBqpggKW,https://api.spotify.com/v1/audio-analysis/7Bket4KTsSQ3TONBqpggKW,268467,4
1309,Fuck It (I Don't Want You Back),Eamon,3dif1cIJAl1Yglr7LZIgqo,0.829,0.634,0,-6.311,0,0.0685,0.0993,1.86e-06,0.0619,0.559,68.499,audio_features,spotify:track:3dif1cIJAl1Yglr7LZIgqo,https://api.spotify.com/v1/tracks/3dif1cIJAl1Yglr7LZIgqo,https://api.spotify.com/v1/audio-analysis/3dif1cIJAl1Yglr7LZIgqo,223440,4
1310,Let Me Blow Ya Mind,Eve,1vtWJmW22WCKySjg7Lk26m,0.909,0.468,8,-7.439,0,0.13,0.25,0.0,0.0645,0.888,90.039,audio_features,spotify:track:1vtWJmW22WCKySjg7Lk26m,https://api.spotify.com/v1/tracks/1vtWJmW22WCKySjg7Lk26m,https://api.spotify.com/v1/audio-analysis/1vtWJmW22WCKySjg7Lk26m,230133,4
1311,Rock Me Amadeus,Falco,2qBLXXH9PGY7Is8h86CPzZ,0.585,0.876,4,-8.213,0,0.0924,0.295,0.000194,0.137,0.937,177.589,audio_features,spotify:track:2qBLXXH9PGY7Is8h86CPzZ,https://api.spotify.com/v1/tracks/2qBLXXH9PGY7Is8h86CPzZ,https://api.spotify.com/v1/audio-analysis/2qBLXXH9PGY7Is8h86CPzZ,199827,4
1312,Didn't Ya,City Hygh,3jv1HfDOMkU2nbyJICPprA,0.681,0.634,11,-10.914,0,0.14,0.0114,2.21e-05,0.12,0.377,189.793,audio_features,spotify:track:3jv1HfDOMkU2nbyJICPprA,https://api.spotify.com/v1/tracks/3jv1HfDOMkU2nbyJICPprA,https://api.spotify.com/v1/audio-analysis/3jv1HfDOMkU2nbyJICPprA,225907,4
1313,Are You Lonesome Tonight? (feat. Paul Buchanan),Chris Botti,33PkeyLbEE6lrUfjkWmRn1,0.256,0.137,7,-10.149,1,0.0336,0.937,0.000533,0.111,0.118,77.382,audio_features,spotify:track:33PkeyLbEE6lrUfjkWmRn1,https://api.spotify.com/v1/tracks/33PkeyLbEE6lrUfjkWmRn1,https://api.spotify.com/v1/audio-analysis/33PkeyLbEE6lrUfjkWmRn1,240120,3
1314,Hoe,Nielson,10nPfZdUgzTequHH3VU6dc,0.664,0.726,10,-7.218,1,0.0281,0.0512,0.000729,0.0954,0.928,95.0,audio_features,spotify:track:10nPfZdUgzTequHH3VU6dc,https://api.spotify.com/v1/tracks/10nPfZdUgzTequHH3VU6dc,https://api.spotify.com/v1/audio-analysis/10nPfZdUgzTequHH3VU6dc,168933,4
1315,Grapevyne - Radio Edit,Brownstone,1zB3Lq30UQQbo3zj5xK5j4,0.715,0.675,4,-7.071,0,0.0285,0.0743,4.58e-05,0.18,0.681,137.36,audio_features,spotify:track:1zB3Lq30UQQbo3zj5xK5j4,https://api.spotify.com/v1/tracks/1zB3Lq30UQQbo3zj5xK5j4,https://api.spotify.com/v1/audio-analysis/1zB3Lq30UQQbo3zj5xK5j4,224613,4
1316,Pretty Fly (For a White Guy),The Offspring,6SHl2Xf9VKk5KRQSKl3k8n,0.72,0.898,11,-3.701,0,0.0997,0.0962,0.0,0.0675,0.964,143.431,audio_features,spotify:track:6SHl2Xf9VKk5KRQSKl3k8n,https://api.spotify.com/v1/tracks/6SHl2Xf9VKk5KRQSKl3k8n,https://api.spotify.com/v1/audio-analysis/6SHl2Xf9VKk5KRQSKl3k8n,188107,4
1317,Pretty Fly (For a White Guy),The Offspring,6SHl2Xf9VKk5KRQSKl3k8n,0.72,0.898,11,-3.701,0,0.0997,0.0962,0.0,0.0675,0.964,143.431,audio_features,spotify:track:6SHl2Xf9VKk5KRQSKl3k8n,https://api.spotify.com/v1/tracks/6SHl2Xf9VKk5KRQSKl3k8n,https://api.spotify.com/v1/audio-analysis/6SHl2Xf9VKk5KRQSKl3k8n,188107,4
1318,Pretty Fly (For a White Guy),The Offspring,6SHl2Xf9VKk5KRQSKl3k8n,0.72,0.898,11,-3.701,0,0.0997,0.0962,0.0,0.0675,0.964,143.431,audio_features,spotify:track:6SHl2Xf9VKk5KRQSKl3k8n,https://api.spotify.com/v1/tracks/6SHl2Xf9VKk5KRQSKl3k8n,https://api.spotify.com/v1/audio-analysis/6SHl2Xf9VKk5KRQSKl3k8n,188107,4
1319,Pretty Fly (For a White Guy),The Offspring,6SHl2Xf9VKk5KRQSKl3k8n,0.72,0.898,11,-3.701,0,0.0997,0.0962,0.0,0.0675,0.964,143.431,audio_features,spotify:track:6SHl2Xf9VKk5KRQSKl3k8n,https://api.spotify.com/v1/tracks/6SHl2Xf9VKk5KRQSKl3k8n,https://api.spotify.com/v1/audio-analysis/6SHl2Xf9VKk5KRQSKl3k8n,188107,4
1320,Rastaman Chant,Bob Marley & The Wailers,196bjfNXvEDkODWVjq2RRN,0.831,0.687,4,-5.08,0,0.219,0.073,4.58e-06,0.273,0.549,95.664,audio_features,spotify:track:196bjfNXvEDkODWVjq2RRN,https://api.spotify.com/v1/tracks/196bjfNXvEDkODWVjq2RRN,https://api.spotify.com/v1/audio-analysis/196bjfNXvEDkODWVjq2RRN,258627,4
1321,On & On,Erykah Badu,2nX1uDBCMCQStWOWkXtkWM,0.739,0.497,11,-9.135,0,0.202,0.0687,0.00358,0.384,0.384,80.596,audio_features,spotify:track:2nX1uDBCMCQStWOWkXtkWM,https://api.spotify.com/v1/tracks/2nX1uDBCMCQStWOWkXtkWM,https://api.spotify.com/v1/audio-analysis/2nX1uDBCMCQStWOWkXtkWM,227133,4
1322,The Score,Fugees,1UgVpHtsCyZ0Marsjl8i0W,0.876,0.435,1,-10.689,1,0.141,0.235,1.64e-06,0.233,0.535,97.019,audio_features,spotify:track:1UgVpHtsCyZ0Marsjl8i0W,https://api.spotify.com/v1/tracks/1UgVpHtsCyZ0Marsjl8i0W,https://api.spotify.com/v1/audio-analysis/1UgVpHtsCyZ0Marsjl8i0W,247840,4
1323,Reggae Got Soul,Frederick Hibbert,0Fw2h81VdfvzOzMerU3sEH,0.751,0.682,0,-4.76,1,0.0398,0.0572,0.0,0.158,0.761,173.777,audio_features,spotify:track:0Fw2h81VdfvzOzMerU3sEH,https://api.spotify.com/v1/tracks/0Fw2h81VdfvzOzMerU3sEH,https://api.spotify.com/v1/audio-analysis/0Fw2h81VdfvzOzMerU3sEH,189093,4
1324,I'll Be,Foxy Brown,6xguKQrFI9twzDRIGrGbHn,0.837,0.647,11,-7.904,0,0.472,0.0453,0.0,0.103,0.447,105.905,audio_features,spotify:track:6xguKQrFI9twzDRIGrGbHn,https://api.spotify.com/v1/tracks/6xguKQrFI9twzDRIGrGbHn,https://api.spotify.com/v1/audio-analysis/6xguKQrFI9twzDRIGrGbHn,179213,4
1325,Just Want You Around - Live,Ms. Lauryn Hill,6HcHQ2Zi9aKU3tHr2uycXS,0.656,0.347,11,-13.692,0,0.0669,0.803,5.58e-06,0.673,0.741,111.557,audio_features,spotify:track:6HcHQ2Zi9aKU3tHr2uycXS,https://api.spotify.com/v1/tracks/6HcHQ2Zi9aKU3tHr2uycXS,https://api.spotify.com/v1/audio-analysis/6HcHQ2Zi9aKU3tHr2uycXS,276933,4
1326,Tell It Like It Is,Don Johnson,5KXjn1KBzRGzJAI73Bi20b,0.459,0.524,5,-7.395,1,0.0323,0.147,0.0,0.107,0.64,186.37,audio_features,spotify:track:5KXjn1KBzRGzJAI73Bi20b,https://api.spotify.com/v1/tracks/5KXjn1KBzRGzJAI73Bi20b,https://api.spotify.com/v1/audio-analysis/5KXjn1KBzRGzJAI73Bi20b,269173,3
1327,Rhythm Nation,Janet Jackson,38oxHLJbW4yboDnvWBXYNH,0.633,0.932,1,-7.752,1,0.0672,0.0496,0.105,0.375,0.684,109.116,audio_features,spotify:track:38oxHLJbW4yboDnvWBXYNH,https://api.spotify.com/v1/tracks/38oxHLJbW4yboDnvWBXYNH,https://api.spotify.com/v1/audio-analysis/38oxHLJbW4yboDnvWBXYNH,330933,4
1328,Trouble Is a Friend,Lenka,02IOIsnnjISjvHg8XXiFYN,0.657,0.83,8,-5.174,1,0.0248,0.0318,3.86e-05,0.122,0.652,118.026,audio_features,spotify:track:02IOIsnnjISjvHg8XXiFYN,https://api.spotify.com/v1/tracks/02IOIsnnjISjvHg8XXiFYN,https://api.spotify.com/v1/audio-analysis/02IOIsnnjISjvHg8XXiFYN,215747,4
1329,99 Luftballons,Nena,4mS2mVORO7sP21SeU1gFY4,0.644,0.514,4,-8.812,1,0.0457,0.0272,0.0,0.117,0.45,96.725,audio_features,spotify:track:4mS2mVORO7sP21SeU1gFY4,https://api.spotify.com/v1/tracks/4mS2mVORO7sP21SeU1gFY4,https://api.spotify.com/v1/audio-analysis/4mS2mVORO7sP21SeU1gFY4,230387,4
1330,Vocab - Refugees Hip Hop Remix,Fugees,7oSVxGokmrvwMRdM6rcYsC,0.626,0.616,7,-8.924,1,0.344,0.0919,1.62e-05,0.0837,0.551,84.775,audio_features,spotify:track:7oSVxGokmrvwMRdM6rcYsC,https://api.spotify.com/v1/tracks/7oSVxGokmrvwMRdM6rcYsC,https://api.spotify.com/v1/audio-analysis/7oSVxGokmrvwMRdM6rcYsC,240360,4
1331,Moving on Up,M People,40dLz2sudTspLlIbSET1a7,0.9,0.878,0,-5.766,0,0.0376,0.0549,0.0384,0.183,0.964,125.084,audio_features,spotify:track:40dLz2sudTspLlIbSET1a7,https://api.spotify.com/v1/tracks/40dLz2sudTspLlIbSET1a7,https://api.spotify.com/v1/audio-analysis/40dLz2sudTspLlIbSET1a7,213373,4
1332,All of Me,John Legend,6RMybMAAYmyVCYskvR7vby,0.339,0.24,8,-8.133,1,0.0338,0.926,0.0,0.134,0.312,84.607,audio_features,spotify:track:6RMybMAAYmyVCYskvR7vby,https://api.spotify.com/v1/tracks/6RMybMAAYmyVCYskvR7vby,https://api.spotify.com/v1/audio-analysis/6RMybMAAYmyVCYskvR7vby,269387,5
1333,Vocab - Refugees Hip Hop Remix,Fugees,4qO2mboF5xD6mxwDPkKQ5H,0.645,0.609,7,-8.899,1,0.339,0.101,3.84e-06,0.123,0.545,84.563,audio_features,spotify:track:4qO2mboF5xD6mxwDPkKQ5H,https://api.spotify.com/v1/tracks/4qO2mboF5xD6mxwDPkKQ5H,https://api.spotify.com/v1/audio-analysis/4qO2mboF5xD6mxwDPkKQ5H,240533,4
1334,Killing Me Softly With His Song,Fugees,7F60gT3FvtAlVVeiZ3hq5N,0.762,0.44,4,-10.097,0,0.0813,0.0281,0.0,0.139,0.501,92.412,audio_features,spotify:track:7F60gT3FvtAlVVeiZ3hq5N,https://api.spotify.com/v1/tracks/7F60gT3FvtAlVVeiZ3hq5N,https://api.spotify.com/v1/audio-analysis/7F60gT3FvtAlVVeiZ3hq5N,290267,4
1335,You Are Not Alone - Acoustic,Guy Sebastian,3lG3UEoQH2I3Pcp1i7GMTp,0.434,0.323,11,-7.077,1,0.0288,0.842,0.0,0.127,0.409,134.982,audio_features,spotify:track:3lG3UEoQH2I3Pcp1i7GMTp,https://api.spotify.com/v1/tracks/3lG3UEoQH2I3Pcp1i7GMTp,https://api.spotify.com/v1/audio-analysis/3lG3UEoQH2I3Pcp1i7GMTp,260827,4
1336,I'm A Cliche,Anouk,6sPmETgpEpREYNHLUmmfSg,0.545,0.619,10,-6.346,0,0.0246,0.0122,0.0,0.0619,0.678,90.037,audio_features,spotify:track:6sPmETgpEpREYNHLUmmfSg,https://api.spotify.com/v1/tracks/6sPmETgpEpREYNHLUmmfSg,https://api.spotify.com/v1/audio-analysis/6sPmETgpEpREYNHLUmmfSg,261147,4
1337,His Is For The Lover In You,Babyface,36F0jV8cNZL289NBWVxDqK,0.891,0.41,1,-7.382,1,0.0516,0.0295,6.39e-06,0.0764,0.755,94.007,audio_features,spotify:track:36F0jV8cNZL289NBWVxDqK,https://api.spotify.com/v1/tracks/36F0jV8cNZL289NBWVxDqK,https://api.spotify.com/v1/audio-analysis/36F0jV8cNZL289NBWVxDqK,242133,4
1338,Lovely Day,Bill Withers,5VEkreOXIRjfED7tnffecK,0.692,0.594,9,-9.862,1,0.0319,0.301,0.00453,0.0997,0.733,97.921,audio_features,spotify:track:5VEkreOXIRjfED7tnffecK,https://api.spotify.com/v1/tracks/5VEkreOXIRjfED7tnffecK,https://api.spotify.com/v1/audio-analysis/5VEkreOXIRjfED7tnffecK,254893,4
1339,Your Love Is King - Remastered,Sade,2lGOmRMWfYJx6Mgg57aBFr,0.726,0.46,9,-6.005,1,0.0281,0.48,1.66e-05,0.0386,0.662,134.606,audio_features,spotify:track:2lGOmRMWfYJx6Mgg57aBFr,https://api.spotify.com/v1/tracks/2lGOmRMWfYJx6Mgg57aBFr,https://api.spotify.com/v1/audio-analysis/2lGOmRMWfYJx6Mgg57aBFr,220389,3
1340,Don't Say Nuthin (J.Period Knight Remix),Black Thought,2fEH4HqABsQ85pPOT9CUE3,0.796,0.71,2,-8.846,1,0.27,0.0483,3.54e-06,0.228,0.776,100.611,audio_features,spotify:track:2fEH4HqABsQ85pPOT9CUE3,https://api.spotify.com/v1/tracks/2fEH4HqABsQ85pPOT9CUE3,https://api.spotify.com/v1/audio-analysis/2fEH4HqABsQ85pPOT9CUE3,67987,4
1341,Self-Portrait In Three Colours,Charles Mingus,6Fi9lo1iGa6yYP3HkHloBV,0.314,0.169,10,-10.587,1,0.0349,0.979,0.694,0.108,0.0906,124.852,audio_features,spotify:track:6Fi9lo1iGa6yYP3HkHloBV,https://api.spotify.com/v1/tracks/6Fi9lo1iGa6yYP3HkHloBV,https://api.spotify.com/v1/audio-analysis/6Fi9lo1iGa6yYP3HkHloBV,186707,4
1342,I Got Love If You Want It,Slim Harpo,5koFKY5qb44rwgDXXJjoPu,0.63,0.503,3,-13.344,0,0.0312,0.731,2.61e-05,0.106,0.715,152.122,audio_features,spotify:track:5koFKY5qb44rwgDXXJjoPu,https://api.spotify.com/v1/tracks/5koFKY5qb44rwgDXXJjoPu,https://api.spotify.com/v1/audio-analysis/5koFKY5qb44rwgDXXJjoPu,168667,4
1343,We Got Love,Teyana Taylor,48vMf0raR2Gk7Qby4JU2AZ,0.514,0.64,7,-7.933,1,0.283,0.0731,5.22e-05,0.869,0.434,60.303,audio_features,spotify:track:48vMf0raR2Gk7Qby4JU2AZ,https://api.spotify.com/v1/tracks/48vMf0raR2Gk7Qby4JU2AZ,https://api.spotify.com/v1/audio-analysis/48vMf0raR2Gk7Qby4JU2AZ,246503,4
1344,Things We Do 4 Love,Horace Brown,1T0d1vuSVabmBpWmS9RxrK,0.789,0.558,7,-8.617,1,0.0742,0.054,0.0,0.199,0.715,97.019,audio_features,spotify:track:1T0d1vuSVabmBpWmS9RxrK,https://api.spotify.com/v1/tracks/1T0d1vuSVabmBpWmS9RxrK,https://api.spotify.com/v1/audio-analysis/1T0d1vuSVabmBpWmS9RxrK,264072,4
1345,Pomps & Pride,Toots & The Maytals,2XdfFBN30fbwU2lFeMTeRn,0.632,0.484,11,-12.691,1,0.128,0.291,0.0395,0.257,0.824,159.446,audio_features,spotify:track:2XdfFBN30fbwU2lFeMTeRn,https://api.spotify.com/v1/tracks/2XdfFBN30fbwU2lFeMTeRn,https://api.spotify.com/v1/audio-analysis/2XdfFBN30fbwU2lFeMTeRn,270227,4
