,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
317,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,audio_features,2z4U9d5OAA4YLNXoCgioxo,spotify:track:2z4U9d5OAA4YLNXoCgioxo,https://api.spotify.com/v1/tracks/2z4U9d5OAA4YLNXoCgioxo,https://api.spotify.com/v1/audio-analysis/2z4U9d5OAA4YLNXoCgioxo,220707,4
318,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,audio_features,3ZuiIFm9nRnkRz8AZAekjJ,spotify:track:3ZuiIFm9nRnkRz8AZAekjJ,https://api.spotify.com/v1/tracks/3ZuiIFm9nRnkRz8AZAekjJ,https://api.spotify.com/v1/audio-analysis/3ZuiIFm9nRnkRz8AZAekjJ,211253,4
319,0.672,0.649,2,-5.072,1,0.0677,0.00316,0.0,0.0547,0.883,127.912,audio_features,7AGK8ekSavI8oatFnacIAd,spotify:track:7AGK8ekSavI8oatFnacIAd,https://api.spotify.com/v1/tracks/7AGK8ekSavI8oatFnacIAd,https://api.spotify.com/v1/audio-analysis/7AGK8ekSavI8oatFnacIAd,165600,4
320,0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,audio_features,7ySUcLPVX7KudhnmNcgY2D,spotify:track:7ySUcLPVX7KudhnmNcgY2D,https://api.spotify.com/v1/tracks/7ySUcLPVX7KudhnmNcgY2D,https://api.spotify.com/v1/audio-analysis/7ySUcLPVX7KudhnmNcgY2D,243600,4
321,0.869,0.794,0,-6.191,1,0.0984,0.0303,3.81e-06,0.07,0.656,128.022,audio_features,61s24wRVyG7NP9m7EjdDKL,spotify:track:61s24wRVyG7NP9m7EjdDKL,https://api.spotify.com/v1/tracks/61s24wRVyG7NP9m7EjdDKL,https://api.spotify.com/v1/audio-analysis/61s24wRVyG7NP9m7EjdDKL,367413,4
322,0.744,0.836,11,-3.972,1,0.048,0.00162,0.000544,0.0893,0.653,128.032,audio_features,1KUOcdMMEdVTp7jZh790uG,spotify:track:1KUOcdMMEdVTp7jZh790uG,https://api.spotify.com/v1/tracks/1KUOcdMMEdVTp7jZh790uG,https://api.spotify.com/v1/audio-analysis/1KUOcdMMEdVTp7jZh790uG,188515,4
323,0.697,0.842,9,-4.403,0,0.173,0.00686,1.83e-06,0.681,0.733,127.023,audio_features,7jhVSe15aMv8r2XFg3AyCF,spotify:track:7jhVSe15aMv8r2XFg3AyCF,https://api.spotify.com/v1/tracks/7jhVSe15aMv8r2XFg3AyCF,https://api.spotify.com/v1/audio-analysis/7jhVSe15aMv8r2XFg3AyCF,228547,4
324,0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,audio_features,0R7YVi7w41Dr9jU5vblAok,spotify:track:0R7YVi7w41Dr9jU5vblAok,https://api.spotify.com/v1/tracks/0R7YVi7w41Dr9jU5vblAok,https://api.spotify.com/v1/audio-analysis/0R7YVi7w41Dr9jU5vblAok,195987,4
325,0.811,0.758,7,-5.638,1,0.0277,0.0773,0.000187,0.0768,0.736,130.028,audio_features,2alijxLnR0RCiJ5JvzhDuT,spotify:track:2alijxLnR0RCiJ5JvzhDuT,https://api.spotify.com/v1/tracks/2alijxLnR0RCiJ5JvzhDuT,https://api.spotify.com/v1/audio-analysis/2alijxLnR0RCiJ5JvzhDuT,195453,4
326,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,audio_features,2EZ2KXLqs9zdRVVMMz1IsH,spotify:track:2EZ2KXLqs9zdRVVMMz1IsH,https://api.spotify.com/v1/tracks/2EZ2KXLqs9zdRVVMMz1IsH,https://api.spotify.com/v1/audio-analysis/2EZ2KXLqs9zdRVVMMz1IsH,199480,4
327,0.709,0.835,9,-4.631,0,0.0366,0.063,0.0017,0.104,0.601,127.003,audio_features,1NcT8JOa9I6zazhsfU9KXy,spotify:track:1NcT8JOa9I6zazhsfU9KXy,https://api.spotify.com/v1/tracks/1NcT8JOa9I6zazhsfU9KXy,https://api.spotify.com/v1/audio-analysis/1NcT8JOa9I6zazhsfU9KXy,217213,4
328,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.656,126.999,audio_features,5G2c6FsfTzgYUzageCmfXY,spotify:track:5G2c6FsfTzgYUzageCmfXY,https://api.spotify.com/v1/tracks/5G2c6FsfTzgYUzageCmfXY,https://api.spotify.com/v1/audio-analysis/5G2c6FsfTzgYUzageCmfXY,197600,4
329,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,audio_features,5yDL13y5giogKs2fSNf7sj,spotify:track:5yDL13y5giogKs2fSNf7sj,https://api.spotify.com/v1/tracks/5yDL13y5giogKs2fSNf7sj,https://api.spotify.com/v1/audio-analysis/5yDL13y5giogKs2fSNf7sj,197936,4
330,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,audio_features,2EBCVPNAG46nbgs6jXPGvv,spotify:track:2EBCVPNAG46nbgs6jXPGvv,https://api.spotify.com/v1/tracks/2EBCVPNAG46nbgs6jXPGvv,https://api.spotify.com/v1/audio-analysis/2EBCVPNAG46nbgs6jXPGvv,210627,4
331,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,audio_features,20I6sIOMTCkB6w7ryavxtO,spotify:track:20I6sIOMTCkB6w7ryavxtO,https://api.spotify.com/v1/tracks/20I6sIOMTCkB6w7ryavxtO,https://api.spotify.com/v1/audio-analysis/20I6sIOMTCkB6w7ryavxtO,193400,4
332,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,audio_features,1XGmzt0PVuFgQYYnV2It7A,spotify:track:1XGmzt0PVuFgQYYnV2It7A,https://api.spotify.com/v1/tracks/1XGmzt0PVuFgQYYnV2It7A,https://api.spotify.com/v1/audio-analysis/1XGmzt0PVuFgQYYnV2It7A,231173,4
333,0.751,0.923,7,-4.031,1,0.0733,0.00427,0.0,0.109,0.734,116.03,audio_features,65UnVEqHActQfVQiAF81Ws,spotify:track:65UnVEqHActQfVQiAF81Ws,https://api.spotify.com/v1/tracks/65UnVEqHActQfVQiAF81Ws,https://api.spotify.com/v1/audio-analysis/65UnVEqHActQfVQiAF81Ws,246173,4
334,0.43,0.869,7,-2.997,1,0.118,0.0128,0.0,0.195,0.842,186.154,audio_features,3erPSrEQPdVaWULlJQPMQ1,spotify:track:3erPSrEQPdVaWULlJQPMQ1,https://api.spotify.com/v1/tracks/3erPSrEQPdVaWULlJQPMQ1,https://api.spotify.com/v1/audio-analysis/3erPSrEQPdVaWULlJQPMQ1,210360,4
335,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,audio_features,12eMQUn2GzfsfsQLH53M19,spotify:track:12eMQUn2GzfsfsQLH53M19,https://api.spotify.com/v1/tracks/12eMQUn2GzfsfsQLH53M19,https://api.spotify.com/v1/audio-analysis/12eMQUn2GzfsfsQLH53M19,234693,4
336,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,audio_features,03UrZgTINDqvnUMbbIMhql,spotify:track:03UrZgTINDqvnUMbbIMhql,https://api.spotify.com/v1/tracks/03UrZgTINDqvnUMbbIMhql,https://api.spotify.com/v1/audio-analysis/03UrZgTINDqvnUMbbIMhql,219493,4
337,0.81,0.828,6,-4.14,1,0.117,0.153,1.23e-06,0.0852,0.87,125.921,audio_features,0UmXSUCoE2I67n8ERd0Hdi,spotify:track:0UmXSUCoE2I67n8ERd0Hdi,https://api.spotify.com/v1/tracks/0UmXSUCoE2I67n8ERd0Hdi,https://api.spotify.com/v1/audio-analysis/0UmXSUCoE2I67n8ERd0Hdi,187027,4
338,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,audio_features,6cpk00i5TxCqSeqNi2HuIe,spotify:track:6cpk00i5TxCqSeqNi2HuIe,https://api.spotify.com/v1/tracks/6cpk00i5TxCqSeqNi2HuIe,https://api.spotify.com/v1/audio-analysis/6cpk00i5TxCqSeqNi2HuIe,219547,4
339,0.547,0.842,10,-2.753,0,0.135,0.0127,0.0,0.0379,0.88,175.996,audio_features,1l9QbAyljv9kW0xrF8xqHq,spotify:track:1l9QbAyljv9kW0xrF8xqHq,https://api.spotify.com/v1/tracks/1l9QbAyljv9kW0xrF8xqHq,https://api.spotify.com/v1/audio-analysis/1l9QbAyljv9kW0xrF8xqHq,181733,4
340,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,audio_features,1rhXXcrYp9RRObN5gsmqCU,spotify:track:1rhXXcrYp9RRObN5gsmqCU,https://api.spotify.com/v1/tracks/1rhXXcrYp9RRObN5gsmqCU,https://api.spotify.com/v1/audio-analysis/1rhXXcrYp9RRObN5gsmqCU,157153,4
341,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,audio_features,4kte3OcW800TPvOVgrLLj8,spotify:track:4kte3OcW800TPvOVgrLLj8,https://api.spotify.com/v1/tracks/4kte3OcW800TPvOVgrLLj8,https://api.spotify.com/v1/audio-analysis/4kte3OcW800TPvOVgrLLj8,251627,4
342,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,audio_features,1nZzRJbFvCEct3uzu04ZoL,spotify:track:1nZzRJbFvCEct3uzu04ZoL,https://api.spotify.com/v1/tracks/1nZzRJbFvCEct3uzu04ZoL,https://api.spotify.com/v1/audio-analysis/1nZzRJbFvCEct3uzu04ZoL,216160,4
343,0.54,0.856,0,-3.966,0,0.1,0.109,0.0,0.276,0.258,153.071,audio_features,3SxiAdI8dP9AaaEz1Z24mn,spotify:track:3SxiAdI8dP9AaaEz1Z24mn,https://api.spotify.com/v1/tracks/3SxiAdI8dP9AaaEz1Z24mn,https://api.spotify.com/v1/audio-analysis/3SxiAdI8dP9AaaEz1Z24mn,274600,4
344,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,audio_features,3ehrxAhYms24KLPG8FZe0W,spotify:track:3ehrxAhYms24KLPG8FZe0W,https://api.spotify.com/v1/tracks/3ehrxAhYms24KLPG8FZe0W,https://api.spotify.com/v1/audio-analysis/3ehrxAhYms24KLPG8FZe0W,250627,4
345,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,audio_features,1nInOsHbtotAmEOQhtvnzP,spotify:track:1nInOsHbtotAmEOQhtvnzP,https://api.spotify.com/v1/tracks/1nInOsHbtotAmEOQhtvnzP,https://api.spotify.com/v1/audio-analysis/1nInOsHbtotAmEOQhtvnzP,221947,4
346,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,audio_features,1T4EXYSt6PqdgMGOuaCQtq,spotify:track:1T4EXYSt6PqdgMGOuaCQtq,https://api.spotify.com/v1/tracks/1T4EXYSt6PqdgMGOuaCQtq,https://api.spotify.com/v1/audio-analysis/1T4EXYSt6PqdgMGOuaCQtq,197936,4
347,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,audio_features,3UmaczJpikHgJFyBTAJVoz,spotify:track:3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/tracks/3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/audio-analysis/3UmaczJpikHgJFyBTAJVoz,404107,4
348,0.657,0.429,9,-16.116,0,0.0392,0.205,9.88e-06,0.0964,0.425,100.906,audio_features,3oPkfVLjI7tlHLmdNWw5aF,spotify:track:3oPkfVLjI7tlHLmdNWw5aF,https://api.spotify.com/v1/tracks/3oPkfVLjI7tlHLmdNWw5aF,https://api.spotify.com/v1/audio-analysis/3oPkfVLjI7tlHLmdNWw5aF,312107,4
349,0.729,0.675,5,-5.292,0,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,audio_features,0WCiI0ddWiu5F2kSHgfw5S,spotify:track:0WCiI0ddWiu5F2kSHgfw5S,https://api.spotify.com/v1/tracks/0WCiI0ddWiu5F2kSHgfw5S,https://api.spotify.com/v1/audio-analysis/0WCiI0ddWiu5F2kSHgfw5S,215200,4
350,0.72,0.813,1,-6.361,1,0.0834,0.00726,0.0,0.0819,0.791,130.065,audio_features,25Orr7t1rfHNfRx3Mm8iUm,spotify:track:25Orr7t1rfHNfRx3Mm8iUm,https://api.spotify.com/v1/tracks/25Orr7t1rfHNfRx3Mm8iUm,https://api.spotify.com/v1/audio-analysis/25Orr7t1rfHNfRx3Mm8iUm,225453,4
351,0.721,0.88,9,-3.896,0,0.0454,0.191,0.0,0.0769,0.655,110.021,audio_features,1uigwk5hNV84zRd5YQQRTk,spotify:track:1uigwk5hNV84zRd5YQQRTk,https://api.spotify.com/v1/tracks/1uigwk5hNV84zRd5YQQRTk,https://api.spotify.com/v1/audio-analysis/1uigwk5hNV84zRd5YQQRTk,202907,4
352,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,audio_features,3pYDZTJM2tVBUhIRifWVzI,spotify:track:3pYDZTJM2tVBUhIRifWVzI,https://api.spotify.com/v1/tracks/3pYDZTJM2tVBUhIRifWVzI,https://api.spotify.com/v1/audio-analysis/3pYDZTJM2tVBUhIRifWVzI,219973,4
353,0.607,0.805,11,-5.579,0,0.0608,0.00175,0.0,0.231,0.232,139.894,audio_features,1hBM2D1ULT3aeKuddSwPsK,spotify:track:1hBM2D1ULT3aeKuddSwPsK,https://api.spotify.com/v1/tracks/1hBM2D1ULT3aeKuddSwPsK,https://api.spotify.com/v1/audio-analysis/1hBM2D1ULT3aeKuddSwPsK,202667,4
354,0.524,0.878,5,-3.108,0,0.0346,0.0012,0.0,0.098,0.59,130.989,audio_features,0CINJz55gaKzuAsqhZ0hEU,spotify:track:0CINJz55gaKzuAsqhZ0hEU,https://api.spotify.com/v1/tracks/0CINJz55gaKzuAsqhZ0hEU,https://api.spotify.com/v1/audio-analysis/0CINJz55gaKzuAsqhZ0hEU,199187,4
355,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,audio_features,1obZSxOoO12yWkwY1kY72N,spotify:track:1obZSxOoO12yWkwY1kY72N,https://api.spotify.com/v1/tracks/1obZSxOoO12yWkwY1kY72N,https://api.spotify.com/v1/audio-analysis/1obZSxOoO12yWkwY1kY72N,229507,4
356,0.736,0.718,11,-3.605,1,0.0299,0.206,0.0,0.186,0.682,130.057,audio_features,1TEXhp3NMV9U3xvWFZy5Xq,spotify:track:1TEXhp3NMV9U3xvWFZy5Xq,https://api.spotify.com/v1/tracks/1TEXhp3NMV9U3xvWFZy5Xq,https://api.spotify.com/v1/audio-analysis/1TEXhp3NMV9U3xvWFZy5Xq,194080,4
357,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,audio_features,7yO48FWUkqsrdxrwkGcnwl,spotify:track:7yO48FWUkqsrdxrwkGcnwl,https://api.spotify.com/v1/tracks/7yO48FWUkqsrdxrwkGcnwl,https://api.spotify.com/v1/audio-analysis/7yO48FWUkqsrdxrwkGcnwl,194840,4
358,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,audio_features,5VAKwJzAJgpysx7FL9W6MJ,spotify:track:5VAKwJzAJgpysx7FL9W6MJ,https://api.spotify.com/v1/tracks/5VAKwJzAJgpysx7FL9W6MJ,https://api.spotify.com/v1/audio-analysis/5VAKwJzAJgpysx7FL9W6MJ,208133,4
359,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,audio_features,2V4bv1fNWfTcyRJKmej6Sj,spotify:track:2V4bv1fNWfTcyRJKmej6Sj,https://api.spotify.com/v1/tracks/2V4bv1fNWfTcyRJKmej6Sj,https://api.spotify.com/v1/audio-analysis/2V4bv1fNWfTcyRJKmej6Sj,213293,4
360,0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021,audio_features,0ixcINi5cnueFsWNllV2ou,spotify:track:0ixcINi5cnueFsWNllV2ou,https://api.spotify.com/v1/tracks/0ixcINi5cnueFsWNllV2ou,https://api.spotify.com/v1/audio-analysis/0ixcINi5cnueFsWNllV2ou,192440,4
361,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,audio_features,1qDrWA6lyx8cLECdZE7TV7,spotify:track:1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/tracks/1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/audio-analysis/1qDrWA6lyx8cLECdZE7TV7,244885,4
362,0.466,0.759,8,-4.978,0,0.199,0.0521,0.0,0.0587,0.328,160.033,audio_features,1jUA4rb6ZCv4gby4YU53xq,spotify:track:1jUA4rb6ZCv4gby4YU53xq,https://api.spotify.com/v1/tracks/1jUA4rb6ZCv4gby4YU53xq,https://api.spotify.com/v1/audio-analysis/1jUA4rb6ZCv4gby4YU53xq,264373,4
363,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,audio_features,4RCWB3V8V0dignt99LZ8vH,spotify:track:4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/tracks/4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/audio-analysis/4RCWB3V8V0dignt99LZ8vH,232533,4
364,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,audio_features,4v0hWD4N6qefyFrmSGLjTV,spotify:track:4v0hWD4N6qefyFrmSGLjTV,https://api.spotify.com/v1/tracks/4v0hWD4N6qefyFrmSGLjTV,https://api.spotify.com/v1/audio-analysis/4v0hWD4N6qefyFrmSGLjTV,210840,4
365,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,audio_features,5ka2ajep9OAvU5Sgduhiex,spotify:track:5ka2ajep9OAvU5Sgduhiex,https://api.spotify.com/v1/tracks/5ka2ajep9OAvU5Sgduhiex,https://api.spotify.com/v1/audio-analysis/5ka2ajep9OAvU5Sgduhiex,212333,4
366,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,audio_features,3DamFFqW32WihKkTVlwTYQ,spotify:track:3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/tracks/3DamFFqW32WihKkTVlwTYQ,https://api.spotify.com/v1/audio-analysis/3DamFFqW32WihKkTVlwTYQ,228347,4
367,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,audio_features,7lWUJpax919G4JdaFEVmCy,spotify:track:7lWUJpax919G4JdaFEVmCy,https://api.spotify.com/v1/tracks/7lWUJpax919G4JdaFEVmCy,https://api.spotify.com/v1/audio-analysis/7lWUJpax919G4JdaFEVmCy,172053,4
368,0.726,0.931,11,-4.152,0,0.0469,0.0218,0.000275,0.143,0.796,126.976,audio_features,4ycxTFeO4ZADJwJZaMGMYb,spotify:track:4ycxTFeO4ZADJwJZaMGMYb,https://api.spotify.com/v1/tracks/4ycxTFeO4ZADJwJZaMGMYb,https://api.spotify.com/v1/audio-analysis/4ycxTFeO4ZADJwJZaMGMYb,195105,4
369,0.697,0.621,9,-6.886,0,0.25,0.0802,0.0,0.162,0.721,81.946,audio_features,1MzXFDFEdndvOReLnoZ0p7,spotify:track:1MzXFDFEdndvOReLnoZ0p7,https://api.spotify.com/v1/tracks/1MzXFDFEdndvOReLnoZ0p7,https://api.spotify.com/v1/audio-analysis/1MzXFDFEdndvOReLnoZ0p7,193296,4
370,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,audio_features,4X4tgBEUiT6WqB2oTJ5ynH,spotify:track:4X4tgBEUiT6WqB2oTJ5ynH,https://api.spotify.com/v1/tracks/4X4tgBEUiT6WqB2oTJ5ynH,https://api.spotify.com/v1/audio-analysis/4X4tgBEUiT6WqB2oTJ5ynH,177685,4
371,0.568,0.631,7,-5.623,1,0.0273,0.033,0.0,0.144,0.23,105.096,audio_features,2y8YG1jYn2ux3B0cAdL1Il,spotify:track:2y8YG1jYn2ux3B0cAdL1Il,https://api.spotify.com/v1/tracks/2y8YG1jYn2ux3B0cAdL1Il,https://api.spotify.com/v1/audio-analysis/2y8YG1jYn2ux3B0cAdL1Il,225027,4
372,0.55,0.818,4,-4.196,1,0.0546,0.193,0.0,0.102,0.416,128.099,audio_features,489iHBwLTaB3mAGtgQD7Tr,spotify:track:489iHBwLTaB3mAGtgQD7Tr,https://api.spotify.com/v1/tracks/489iHBwLTaB3mAGtgQD7Tr,https://api.spotify.com/v1/audio-analysis/489iHBwLTaB3mAGtgQD7Tr,206853,4
373,0.627,0.703,0,-4.884,1,0.236,0.563,0.0,0.0962,0.64,81.897,audio_features,0C6BYlsXKgAQPnMfbYOnV4,spotify:track:0C6BYlsXKgAQPnMfbYOnV4,https://api.spotify.com/v1/tracks/0C6BYlsXKgAQPnMfbYOnV4,https://api.spotify.com/v1/audio-analysis/0C6BYlsXKgAQPnMfbYOnV4,217307,4
374,0.772,0.615,8,-6.497,0,0.0523,0.0295,2.35e-06,0.111,0.741,79.992,audio_features,3CYNKUaKY1mQyjkohMnJ8P,spotify:track:3CYNKUaKY1mQyjkohMnJ8P,https://api.spotify.com/v1/tracks/3CYNKUaKY1mQyjkohMnJ8P,https://api.spotify.com/v1/audio-analysis/3CYNKUaKY1mQyjkohMnJ8P,177044,4
375,0.856,0.633,11,-6.429,0,0.34,0.0718,0.0,0.112,0.77,109.011,audio_features,4pSUZynH5q1xQgN0W4dZ3U,spotify:track:4pSUZynH5q1xQgN0W4dZ3U,https://api.spotify.com/v1/tracks/4pSUZynH5q1xQgN0W4dZ3U,https://api.spotify.com/v1/audio-analysis/4pSUZynH5q1xQgN0W4dZ3U,205972,4
376,0.81,0.734,11,-6.052,1,0.041,0.38,0.0,0.0693,0.63,100.005,audio_features,4YTVwhVDlx8vqq4XuqhhQo,spotify:track:4YTVwhVDlx8vqq4XuqhhQo,https://api.spotify.com/v1/tracks/4YTVwhVDlx8vqq4XuqhhQo,https://api.spotify.com/v1/audio-analysis/4YTVwhVDlx8vqq4XuqhhQo,216166,4
377,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,audio_features,7xkQdy0cy5ymoWT7nedvLz,spotify:track:7xkQdy0cy5ymoWT7nedvLz,https://api.spotify.com/v1/tracks/7xkQdy0cy5ymoWT7nedvLz,https://api.spotify.com/v1/audio-analysis/7xkQdy0cy5ymoWT7nedvLz,221253,4
378,0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338,audio_features,6OEolOOk9Gh9bqkdpfIOl0,spotify:track:6OEolOOk9Gh9bqkdpfIOl0,https://api.spotify.com/v1/tracks/6OEolOOk9Gh9bqkdpfIOl0,https://api.spotify.com/v1/audio-analysis/6OEolOOk9Gh9bqkdpfIOl0,215747,4
379,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,audio_features,6St9lR6dhV2tpCNVz7qfrS,spotify:track:6St9lR6dhV2tpCNVz7qfrS,https://api.spotify.com/v1/tracks/6St9lR6dhV2tpCNVz7qfrS,https://api.spotify.com/v1/audio-analysis/6St9lR6dhV2tpCNVz7qfrS,199027,4
380,0.429,0.757,1,-2.912,1,0.0306,0.14,0.0,0.144,0.538,82.517,audio_features,4qiVbHlE4gdQHM79Hx4hPD,spotify:track:4qiVbHlE4gdQHM79Hx4hPD,https://api.spotify.com/v1/tracks/4qiVbHlE4gdQHM79Hx4hPD,https://api.spotify.com/v1/audio-analysis/4qiVbHlE4gdQHM79Hx4hPD,203240,4
381,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,audio_features,2yFh7Oz9g0bpHp3iis2Iu2,spotify:track:2yFh7Oz9g0bpHp3iis2Iu2,https://api.spotify.com/v1/tracks/2yFh7Oz9g0bpHp3iis2Iu2,https://api.spotify.com/v1/audio-analysis/2yFh7Oz9g0bpHp3iis2Iu2,177685,4
382,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,audio_features,1Am1kNHnSoZpJ07Cxm1s5s,spotify:track:1Am1kNHnSoZpJ07Cxm1s5s,https://api.spotify.com/v1/tracks/1Am1kNHnSoZpJ07Cxm1s5s,https://api.spotify.com/v1/audio-analysis/1Am1kNHnSoZpJ07Cxm1s5s,192200,4
383,0.614,0.979,6,-8.045,1,0.0319,0.0745,0.000471,0.147,0.78,131.983,audio_features,7nPMEaHqwvkdJD7Y8Yb7iJ,spotify:track:7nPMEaHqwvkdJD7Y8Yb7iJ,https://api.spotify.com/v1/tracks/7nPMEaHqwvkdJD7Y8Yb7iJ,https://api.spotify.com/v1/audio-analysis/7nPMEaHqwvkdJD7Y8Yb7iJ,220000,4
384,0.65,0.64,8,-11.001,1,0.0341,0.00198,0.106,0.146,0.435,127.884,audio_features,72vzpLLJZgvG7TqKar57TX,spotify:track:72vzpLLJZgvG7TqKar57TX,https://api.spotify.com/v1/tracks/72vzpLLJZgvG7TqKar57TX,https://api.spotify.com/v1/audio-analysis/72vzpLLJZgvG7TqKar57TX,265108,4
385,0.676,0.979,0,-5.488,1,0.0371,0.0132,0.0545,0.0735,0.604,134.993,audio_features,1CaDMTK635BWWoLsCBnSr0,spotify:track:1CaDMTK635BWWoLsCBnSr0,https://api.spotify.com/v1/tracks/1CaDMTK635BWWoLsCBnSr0,https://api.spotify.com/v1/audio-analysis/1CaDMTK635BWWoLsCBnSr0,202267,4
386,0.718,0.798,7,-4.309,1,0.0586,0.00447,0.00632,0.0639,0.814,100.03,audio_features,1DQEvkPTtRJ4E0Lmk6sfIc,spotify:track:1DQEvkPTtRJ4E0Lmk6sfIc,https://api.spotify.com/v1/tracks/1DQEvkPTtRJ4E0Lmk6sfIc,https://api.spotify.com/v1/audio-analysis/1DQEvkPTtRJ4E0Lmk6sfIc,228893,4
387,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,audio_features,6zsk6uF3MxfIeHPlubKBvR,spotify:track:6zsk6uF3MxfIeHPlubKBvR,https://api.spotify.com/v1/tracks/6zsk6uF3MxfIeHPlubKBvR,https://api.spotify.com/v1/audio-analysis/6zsk6uF3MxfIeHPlubKBvR,211120,4
388,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,audio_features,0l3GEbH3CviUytD6iX4wzg,spotify:track:0l3GEbH3CviUytD6iX4wzg,https://api.spotify.com/v1/tracks/0l3GEbH3CviUytD6iX4wzg,https://api.spotify.com/v1/audio-analysis/0l3GEbH3CviUytD6iX4wzg,250747,4
389,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,audio_features,5Mmk2ii6laakqfeCT7OnVD,spotify:track:5Mmk2ii6laakqfeCT7OnVD,https://api.spotify.com/v1/tracks/5Mmk2ii6laakqfeCT7OnVD,https://api.spotify.com/v1/audio-analysis/5Mmk2ii6laakqfeCT7OnVD,253733,4
390,0.869,0.887,0,-4.505,1,0.0993,0.0605,0.0,0.148,0.784,129.221,audio_features,1H5tvpoApNDxvxDexoaAUo,spotify:track:1H5tvpoApNDxvxDexoaAUo,https://api.spotify.com/v1/tracks/1H5tvpoApNDxvxDexoaAUo,https://api.spotify.com/v1/audio-analysis/1H5tvpoApNDxvxDexoaAUo,198400,4
